2025-09-16 17:29:31,801 - INFO - [START] transfer_create | IP=unknown | args=() kwargs={'sender_card_number': '2284  37** **** 2342', 'receiver_card_number': '1234 123** **** 1234', 'sender_card_expiry': '09/29', 'sending_amount': 10000, 'currency': 862}
2025-09-16 17:30:44,864 - INFO - [START] transfer_confirm | IP=unknown | args=() kwargs={'ext_id': 'tr-3813c31e-47ee-4c8b-a966-b86af34f7f9c', 'otp': '*****9'}
2025-09-16 17:30:44,980 - INFO - [END] transfer_confirm | Time=0.1158s | Response=<oslash.either.Right object at 0x00000178A957BBB0>
2025-09-16 17:30:45,003 - INFO - [START] transfer_confirm | IP=unknown | args=() kwargs={'ext_id': 'tr-3813c31e-47ee-4c8b-a966-b86af34f7f9c', 'otp': '*****9'}
2025-09-16 17:30:45,126 - INFO - [END] transfer_confirm | Time=0.1231s | Response=<oslash.either.Right object at 0x00000178A9579860>
2025-09-16 17:30:45,238 - INFO - [START] transfer_confirm | IP=unknown | args=() kwargs={'ext_id': 'tr-3813c31e-47ee-4c8b-a966-b86af34f7f9c', 'otp': '*****9'}
2025-09-16 17:30:45,351 - INFO - [END] transfer_confirm | Time=0.1135s | Response=<oslash.either.Right object at 0x00000178A9578C30>
2025-09-16 17:30:45,399 - INFO - [START] transfer_confirm | IP=unknown | args=() kwargs={'ext_id': 'tr-3813c31e-47ee-4c8b-a966-b86af34f7f9c', 'otp': '*****9'}
2025-09-16 17:30:45,499 - INFO - [END] transfer_confirm | Time=0.0994s | Response=<oslash.either.Right object at 0x00000178A957BC00>
2025-09-16 17:30:45,625 - INFO - [START] transfer_confirm | IP=unknown | args=() kwargs={'ext_id': 'tr-3813c31e-47ee-4c8b-a966-b86af34f7f9c', 'otp': '*****9'}
2025-09-16 17:30:45,755 - INFO - [END] transfer_confirm | Time=0.1297s | Response=<oslash.either.Right object at 0x00000178A9579860>
2025-09-16 17:30:54,961 - INFO - [START] transfer_confirm | IP=unknown | args=() kwargs={'ext_id': 'tr-3813c31e-47ee-4c8b-a966-b86af34f7f9c', 'otp': '*****8'}
2025-09-16 17:30:55,068 - INFO - [END] transfer_confirm | Time=0.1074s | Response=<oslash.either.Right object at 0x00000178A957BC00>
2025-09-16 17:31:18,286 - INFO - [START] transfer_create | IP=unknown | args=() kwargs={'sender_card_number': '2284  37** **** 2342', 'receiver_card_number': '1234 123** **** 1234', 'sender_card_expiry': '09/29', 'sending_amount': 10000, 'currency': 840}
2025-09-16 17:31:18,427 - INFO - [END] transfer_create | Time=0.1419s | Response=<oslash.either.Left object at 0x00000178A9564E20>
2025-09-16 17:32:12,475 - INFO - [START] transfer_create | IP=unknown | args=() kwargs={'sender_card_number': '2284  37** **** 2342', 'receiver_card_number': '1234 123** **** 1234', 'sender_card_expiry': '09/29', 'sending_amount': 10000, 'currency': 840}
2025-09-16 17:32:14,274 - INFO - [END] transfer_create | Time=1.7983s | Response=<oslash.either.Right object at 0x00000178A957B250>
2025-09-16 17:32:29,725 - INFO - [START] transfer_confirm | IP=unknown | args=() kwargs={'ext_id': 'tr-986bfe95-332e-4207-a89e-4eb03773ea2b', 'otp': '*****8'}
2025-09-16 17:32:29,846 - INFO - [END] transfer_confirm | Time=0.1209s | Response=<oslash.either.Right object at 0x00000178A956FC00>
2025-09-16 17:33:35,827 - INFO - [START] transfer_confirm | IP=unknown | args=() kwargs={'ext_id': 'tr-986bfe95-332e-4207-a89e-4eb03773ea2b', 'otp': '*****5'}
2025-09-16 17:33:36,013 - INFO - [END] transfer_confirm | Time=0.1854s | Response=<oslash.either.Right object at 0x00000178A95A9D10>
2025-09-16 17:36:13,565 - INFO - [START] transfer_confirm | IP=unknown | args=() kwargs={'ext_id': 'tr-986bfe95-332e-4207-a89e-4eb03773ea2b', 'otp': '*****5'}
2025-09-16 17:36:13,728 - INFO - [END] transfer_confirm | Time=0.163s | Response=<oslash.either.Left object at 0x000002AF73AB5400>
2025-09-16 17:36:58,878 - INFO - [START] transfer_create | IP=unknown | args=() kwargs={'sender_card_number': '2284  37** **** 2342', 'receiver_card_number': '1234 123** **** 1234', 'sender_card_expiry': '09/29', 'sending_amount': 10000, 'currency': 840}
2025-09-16 17:37:00,653 - INFO - [END] transfer_create | Time=1.7748s | Response=<oslash.either.Right object at 0x000002AF73A73250>
2025-09-16 17:37:13,613 - INFO - [START] transfer_confirm | IP=unknown | args=() kwargs={'ext_id': 'tr-fc81aa51-3104-4b54-b4c2-83b90c6fb2d1', 'otp': '*****1'}
2025-09-16 17:37:13,759 - INFO - [END] transfer_confirm | Time=0.1459s | Response=<oslash.either.Left object at 0x000002AF741987D0>
2025-09-16 17:37:19,977 - INFO - [START] transfer_confirm | IP=unknown | args=() kwargs={'ext_id': 'tr-fc81aa51-3104-4b54-b4c2-83b90c6fb2d1', 'otp': '*****0'}
2025-09-16 17:37:20,113 - INFO - [END] transfer_confirm | Time=0.136s | Response=<oslash.either.Right object at 0x000002AF7408AD00>
2025-09-16 17:37:23,350 - INFO - [START] transfer_confirm | IP=unknown | args=() kwargs={'ext_id': 'tr-fc81aa51-3104-4b54-b4c2-83b90c6fb2d1', 'otp': '*****0'}
2025-09-16 17:37:23,494 - INFO - [END] transfer_confirm | Time=0.1442s | Response=<oslash.either.Left object at 0x000002AF7443C3E0>
2025-09-16 17:38:56,186 - INFO - [START] transfer_confirm | IP=unknown | args=() kwargs={'ext_id': 'tr-fc81aa51-3104-4b54-b4c2-83b90c6fb2d1', 'otp': '*****0'}
2025-09-16 17:38:56,313 - INFO - [END] transfer_confirm | Time=0.1274s | Response=<oslash.either.Left object at 0x000002AF741A0490>
2025-09-16 17:39:21,056 - INFO - [START] transfer_cancel | IP=unknown | args=() kwargs={'ext_id': 'tr-fc81aa51-3104-4b54-b4c2-83b90c6fb2d1'}
2025-09-16 17:39:21,183 - INFO - [END] transfer_cancel | Time=0.1262s | Response=<oslash.either.Right object at 0x000002AF744058B0>
2025-09-16 17:40:18,872 - INFO - [START] transfer_cancel | IP=unknown | args=() kwargs={'ext_id': 'tr-fc81aa51-3104-4b54-b4c2-83b90c6fb2d1'}
2025-09-16 17:40:19,112 - INFO - [END] transfer_cancel | Time=0.2398s | Response=<oslash.either.Left object at 0x00000280A30CD2B0>
2025-09-16 22:20:49,323 - INFO - [START] transfer_create | IP=unknown | args=() kwargs={'sender_card_number': '2284  37** **** 2342', 'receiver_card_number': '1234 123** **** 1234', 'sender_card_expiry': '09/29', 'sending_amount': 10000, 'currency': 840}
2025-09-16 22:20:49,472 - INFO - [END] transfer_create | Time=0.1515s | Response=<oslash.either.Left object at 0x00000280A3113110>
2025-09-16 22:21:04,868 - INFO - [START] transfer_create | IP=unknown | args=() kwargs={'sender_card_number': '2284  37** **** 2342', 'receiver_card_number': '1234 123** **** 1234', 'sender_card_expiry': '09/29', 'sending_amount': -1000, 'currency': 840}
2025-09-16 22:21:05,040 - INFO - [END] transfer_create | Time=0.1716s | Response=<oslash.either.Left object at 0x00000280A3664FC0>
2025-09-16 22:23:22,725 - INFO - [START] transfer_create | IP=unknown | args=() kwargs={'sender_card_number': '2284  37** **** 2342', 'receiver_card_number': '1234 123** **** 1234', 'sender_card_expiry': '09/29', 'sending_amount': 1000, 'currency': 841}
2025-09-16 22:23:22,795 - INFO - [END] transfer_create | Time=0.0699s | Response=<oslash.either.Left object at 0x00000280A37AB350>
2025-09-16 22:23:35,963 - INFO - [START] transfer_create | IP=unknown | args=() kwargs={'sender_card_number': '2284  37** **** 2342', 'receiver_card_number': '1234 123** **** 1234', 'sender_card_expiry': '09/29', 'sending_amount': 1000, 'currency': 860}
2025-09-16 22:23:37,380 - INFO - [END] transfer_create | Time=1.4165s | Response=<oslash.either.Right object at 0x00000280A3C88910>
2025-09-16 22:24:20,070 - INFO - [START] transfer_confirm | IP=unknown | args=() kwargs={'ext_id': 'tr-32e50661-df41-4f21-939f-c1cdaf6ad843', 'otp': '*****6'}
2025-09-16 22:24:20,132 - INFO - [END] transfer_confirm | Time=0.0625s | Response=<oslash.either.Right object at 0x000002808A59BE30>
2025-09-23 15:06:23,262 - INFO - [START] transfer_create | IP=unknown | args=() kwargs={'sender_card_number': '1234 567** **** 4567', 'receiver_card_number': '9876 543** **** 6543', 'sender_card_expiry': '05/29', 'sending_amount': 2, 'currency': 840}
2025-09-23 15:06:23,434 - INFO - [END] transfer_create | Time=0.1723s | Response=<oslash.either.Left object at 0x000001969AD62A50>
2025-09-23 15:07:23,920 - INFO - [START] transfer_create | IP=unknown | args=() kwargs={'sender_card_number': '1234 567** **** 4567', 'receiver_card_number': '9876 543** **** 6543', 'sender_card_expiry': '05/29', 'sending_amount': 2, 'currency': 840}
2025-09-23 15:07:24,067 - INFO - [END] transfer_create | Time=0.1463s | Response=<oslash.either.Left object at 0x000001969AC5E350>
2025-09-23 15:08:45,875 - INFO - [START] transfer_create | IP=unknown | args=() kwargs={'sender_card_number': '1234 567** **** 4567', 'receiver_card_number': '9876 543** **** 6543', 'sender_card_expiry': '05/29', 'sending_amount': 2, 'currency': 523}
2025-09-23 15:08:46,081 - INFO - [END] transfer_create | Time=0.2061s | Response=<oslash.either.Left object at 0x000001969AD6FBB0>
2025-09-23 15:08:58,482 - INFO - [START] transfer_create | IP=unknown | args=() kwargs={'sender_card_number': '1234  56** **** 4567', 'receiver_card_number': '9876  54** **** 6543', 'sender_card_expiry': '05/29', 'sending_amount': 2, 'currency': 523}
2025-09-23 15:08:58,602 - INFO - [END] transfer_create | Time=0.1199s | Response=<oslash.either.Left object at 0x000001969AD4F130>
2025-09-23 15:10:01,797 - INFO - [START] transfer_create | IP=unknown | args=() kwargs={'sender_card_number': '2284  37** **** 2342', 'receiver_card_number': '1234  12** **** 1234', 'sender_card_expiry': '05/29', 'sending_amount': 2, 'currency': 523}
2025-09-23 15:10:01,915 - INFO - [END] transfer_create | Time=0.1185s | Response=<oslash.either.Left object at 0x000001969AD5B950>
2025-09-23 15:10:15,407 - INFO - [START] transfer_create | IP=unknown | args=() kwargs={'sender_card_number': '2284  37** **** 2342', 'receiver_card_number': '1234  12** **** 1234', 'sender_card_expiry': '09/29', 'sending_amount': 2, 'currency': 523}
2025-09-23 15:10:15,524 - INFO - [END] transfer_create | Time=0.1163s | Response=<oslash.either.Left object at 0x000001969AA4BF20>
2025-09-23 15:10:42,786 - INFO - [START] transfer_create | IP=unknown | args=() kwargs={'sender_card_number': '2284  37** **** 2342', 'receiver_card_number': '1234  12** **** 1234', 'sender_card_expiry': '09/29', 'sending_amount': 10000, 'currency': 840}
2025-09-23 15:10:44,421 - INFO - [END] transfer_create | Time=1.6347s | Response=<oslash.either.Right object at 0x000001969AA3EDF0>
2025-09-23 15:12:10,615 - INFO - [START] transfer_confirm | IP=unknown | args=() kwargs={'ext_id': 'tr-6a2d6962-327e-49ae-a0f6-3068d6f2107f', 'otp': '*****2'}
2025-09-23 15:12:10,717 - INFO - [END] transfer_confirm | Time=0.1017s | Response=<oslash.either.Right object at 0x000001969ABB8190>
2025-09-23 15:20:47,720 - INFO - [START] transfer_create | IP=unknown | args=() kwargs={'sender_card_number': '2284  37** **** 2342', 'receiver_card_number': '1234  12** **** 1234', 'sender_card_expiry': '09/29', 'sending_amount': 10000, 'currency': 860}
2025-09-23 15:20:49,296 - INFO - [END] transfer_create | Time=1.576s | Response=<oslash.either.Right object at 0x000001283DC63490>
2025-09-23 15:21:01,130 - INFO - [START] transfer_confirm | IP=unknown | args=() kwargs={'ext_id': 'tr-1c7f73d3-d114-46f4-a8d5-2ecea075c8e8', 'otp': '*****9'}
2025-09-23 15:21:01,245 - INFO - [END] transfer_confirm | Time=0.1146s | Response=<oslash.either.Right object at 0x000001283E025220>
2025-09-23 15:21:26,086 - INFO - [START] transfer_create | IP=unknown | args=() kwargs={'sender_card_number': '2284  37** **** 2342', 'receiver_card_number': '1234  12** **** 1234', 'sender_card_expiry': '09/29', 'sending_amount': 10000, 'currency': 840}
2025-09-23 15:21:27,563 - INFO - [END] transfer_create | Time=1.477s | Response=<oslash.either.Right object at 0x000001283F1956D0>
2025-09-23 15:26:10,405 - INFO - [START] transfer_create | IP=unknown | args=() kwargs={'sender_card_number': '2284  37** **** 2342', 'receiver_card_number': '1234  12** **** 1234', 'sender_card_expiry': '09/29', 'sending_amount': 10000, 'currency': 840}
2025-09-23 15:26:10,499 - INFO - [END] transfer_create | Time=0.0945s | Response=<oslash.either.Left object at 0x0000026ED01434D0>
2025-09-23 15:26:31,041 - INFO - [START] transfer_create | IP=unknown | args=() kwargs={'sender_card_number': '2284  37** **** 2342', 'receiver_card_number': '1234  12** **** 1234', 'sender_card_expiry': '09/29', 'sending_amount': 10000, 'currency': 840}
2025-09-23 15:26:31,143 - INFO - [END] transfer_create | Time=0.1025s | Response=<oslash.either.Left object at 0x0000026ED07D3750>
2025-09-23 15:26:36,378 - INFO - [START] transfer_create | IP=unknown | args=() kwargs={'sender_card_number': '2284  37** **** 2342', 'receiver_card_number': '1234  12** **** 1234', 'sender_card_expiry': '09/29', 'sending_amount': 10, 'currency': 840}
2025-09-23 15:26:36,490 - INFO - [END] transfer_create | Time=0.1121s | Response=<oslash.either.Left object at 0x0000026ED07A3CE0>
2025-09-23 15:26:42,319 - INFO - [START] transfer_create | IP=unknown | args=() kwargs={'sender_card_number': '2284  37** **** 2342', 'receiver_card_number': '1234  12** **** 1234', 'sender_card_expiry': '09/29', 'sending_amount': 0.1, 'currency': 840}
2025-09-23 15:26:43,776 - INFO - [END] transfer_create | Time=1.4571s | Response=<oslash.either.Right object at 0x0000026ED06FF710>
2025-09-23 15:26:56,669 - INFO - [START] transfer_confirm | IP=unknown | args=() kwargs={'ext_id': 'tr-bc8fe7ff-94cb-4514-87e1-fd34ca1f1253', 'otp': '*****5'}
2025-09-23 15:26:56,873 - INFO - [END] transfer_confirm | Time=0.2034s | Response=<oslash.either.Right object at 0x0000026ED06D66D0>
2025-09-23 15:28:15,009 - INFO - [START] transfer_confirm | IP=unknown | args=() kwargs={'ext_id': 'tr-bc8fe7ff-94cb-4514-87e1-fd34ca1f1253', 'otp': '*****5'}
2025-09-23 15:28:15,113 - INFO - [END] transfer_confirm | Time=0.1045s | Response=<oslash.either.Left object at 0x0000026ED0787240>
2025-09-23 15:28:38,242 - INFO - [START] transfer_create | IP=unknown | args=() kwargs={'sender_card_number': '2284  37** **** 2342', 'receiver_card_number': '1234  12** **** 1234', 'sender_card_expiry': '09/29', 'sending_amount': 1, 'currency': 840}
2025-09-23 15:28:39,615 - INFO - [END] transfer_create | Time=1.3729s | Response=<oslash.either.Right object at 0x0000026ED0AD8F00>
2025-09-23 15:28:53,554 - INFO - [START] transfer_confirm | IP=unknown | args=() kwargs={'ext_id': 'tr-a518c95f-e9fd-41a7-9d9f-48aa5d86754e', 'otp': '*****8'}
2025-09-23 15:28:53,747 - INFO - [END] transfer_confirm | Time=0.1936s | Response=<oslash.either.Right object at 0x0000026ED0AD8280>
2025-09-23 15:33:41,871 - INFO - [START] transfer_create | IP=unknown | args=() kwargs={'sender_card_number': '2284  37** **** 2342', 'receiver_card_number': '1234  12** **** 1234', 'sender_card_expiry': '09/29', 'sending_amount': 1, 'currency': 840}
2025-09-23 15:33:43,462 - INFO - [END] transfer_create | Time=1.5917s | Response=<oslash.either.Right object at 0x00000267F3BA90F0>
2025-09-23 15:33:52,971 - INFO - [START] transfer_confirm | IP=unknown | args=() kwargs={'ext_id': 'tr-0bb585e9-3985-4cab-a2c7-5a551871d7e7', 'otp': '*****2'}
2025-09-23 15:33:53,073 - INFO - [END] transfer_confirm | Time=0.102s | Response=<oslash.either.Right object at 0x00000267F3413110>
2025-09-23 15:38:46,664 - INFO - [START] transfer_create | IP=unknown | args=() kwargs={'sender_card_number': '2284  37** **** 2342', 'receiver_card_number': '1234  12** **** 1234', 'sender_card_expiry': '09/29', 'sending_amount': 1, 'currency': 856}
2025-09-23 15:38:46,874 - INFO - [END] transfer_create | Time=0.2099s | Response=<oslash.either.Left object at 0x00000239794CD160>
2025-09-23 15:43:13,324 - INFO - [START] transfer_create | IP=unknown | args=() kwargs={'sender_card_number': '2284  37** **** 2342', 'receiver_card_number': '1234  12** **** 1234', 'sender_card_expiry': '09/29', 'sending_amount': 1000, 'currency': 860}
2025-09-23 15:43:14,978 - INFO - [END] transfer_create | Time=1.6539s | Response=<oslash.either.Right object at 0x000002533488F100>
2025-09-23 15:43:30,403 - INFO - [START] transfer_confirm | IP=unknown | args=() kwargs={'ext_id': 'tr-bc85b693-e0aa-4e76-a409-13b83f801b1e', 'otp': '*****1'}
2025-09-23 15:43:30,528 - INFO - [END] transfer_confirm | Time=0.1253s | Response=<oslash.either.Right object at 0x00000253349C74D0>
2025-09-23 15:56:03,976 - INFO - [START] transfer_create | IP=unknown | args=() kwargs={'sender_card_number': '2284  37** **** 2342', 'receiver_card_number': '1234  12** **** 1234', 'sender_card_expiry': '09/29', 'sending_amount': 1, 'currency': 840}
2025-09-23 15:56:05,869 - INFO - [END] transfer_create | Time=1.8928s | Response=<oslash.either.Right object at 0x000001EFEEEB0180>
2025-09-23 15:56:16,603 - INFO - [START] transfer_confirm | IP=unknown | args=() kwargs={'ext_id': 'tr-973fd630-98f3-47ed-8b09-3bd61671d64a', 'otp': '*****9'}
2025-09-23 15:56:16,811 - INFO - [END] transfer_confirm | Time=0.2081s | Response=<oslash.either.Right object at 0x000001EFEE6FBF20>
2025-09-23 15:58:20,523 - INFO - [START] transfer_create | IP=unknown | args=() kwargs={'sender_card_number': '2284  37** **** 2342', 'receiver_card_number': '1234  12** **** 1234', 'sender_card_expiry': '09/29', 'sending_amount': 1, 'currency': 840}
2025-09-23 15:58:21,979 - INFO - [END] transfer_create | Time=1.4556s | Response=<oslash.either.Right object at 0x00000299F8C8B6F0>
2025-09-23 15:58:37,589 - INFO - [START] transfer_confirm | IP=unknown | args=() kwargs={'ext_id': 'tr-5800df91-8e79-48aa-8116-012704c1d8f6', 'otp': '*****2'}
2025-09-23 15:58:37,710 - INFO - [END] transfer_confirm | Time=0.1212s | Response=<oslash.either.Right object at 0x00000299F8F595E0>
2025-09-23 16:02:36,115 - INFO - [START] transfer_create | IP=unknown | args=() kwargs={'sender_card_number': '2284  37** **** 2342', 'receiver_card_number': '1234  12** **** 1234', 'sender_card_expiry': '09/29', 'sending_amount': 1, 'currency': 840}
2025-09-23 16:02:37,674 - INFO - [END] transfer_create | Time=1.5598s | Response=<oslash.either.Right object at 0x000001C71B7E55B0>
2025-09-23 16:02:50,903 - INFO - [START] transfer_confirm | IP=unknown | args=() kwargs={'ext_id': 'tr-ac3fee9b-e1e5-421e-b28b-9a8cbb676311', 'otp': '*****9'}
2025-09-23 16:02:51,004 - INFO - [END] transfer_confirm | Time=0.1013s | Response=<oslash.either.Right object at 0x000001C71B52FA70>
2025-09-23 16:09:29,057 - INFO - [START] transfer_create | IP=unknown | args=() kwargs={'sender_card_number': '2284  37** **** 2342', 'receiver_card_number': '1234  12** **** 1234', 'sender_card_expiry': '09/29', 'sending_amount': 1, 'currency': 840}
2025-09-23 16:09:31,554 - INFO - [END] transfer_create | Time=2.497s | Response=<oslash.either.Right object at 0x0000025BE415C770>
2025-09-23 16:09:51,595 - INFO - [START] transfer_confirm | IP=unknown | args=() kwargs={'ext_id': 'tr-7c4d1671-19a1-4f07-aa08-8f9d8f2e1e47', 'otp': '*****1'}
2025-09-23 16:09:51,705 - INFO - [END] transfer_confirm | Time=0.1105s | Response=<oslash.either.Right object at 0x0000025BE3E1F110>
2025-09-27 15:55:37,550 - INFO - [START] transfer_create | IP=unknown | args=() kwargs={'sender_card_number': '9860 080** **** 0436', 'receiver_card_number': '5614 681** **** 9303', 'sender_card_expiry': '09/29', 'sending_amount': 1, 'currency': 840}
2025-09-27 15:55:37,555 - INFO - [END] transfer_create | Time=0.0048s | Response=<oslash.either.Left object at 0x0000022D9DFD46E0>
2025-09-27 15:56:11,959 - INFO - [START] transfer_create | IP=unknown | args=() kwargs={'sender_card_number': '9860  08** **** 0436', 'receiver_card_number': '5614  68** **** 9303', 'sender_card_expiry': '09/29', 'sending_amount': 1, 'currency': 840}
2025-09-27 15:56:11,963 - INFO - [END] transfer_create | Time=0.0034s | Response=<oslash.either.Left object at 0x0000022D9DF8F4D0>
2025-09-27 15:56:13,495 - INFO - [START] transfer_create | IP=unknown | args=() kwargs={'sender_card_number': '9860  08** **** 0436', 'receiver_card_number': '5614  68** **** 9303', 'sender_card_expiry': '09/29', 'sending_amount': 1, 'currency': 840}
2025-09-27 15:56:13,499 - INFO - [END] transfer_create | Time=0.0035s | Response=<oslash.either.Left object at 0x0000022D9DF8B360>
2025-09-27 15:59:08,562 - INFO - [START] transfer_create | IP=unknown | args=() kwargs={'sender_card_number': '9860  08** **** 0436', 'receiver_card_number': '5614  68** **** 9303', 'sender_card_expiry': '09/29', 'sending_amount': 1, 'currency': 840}
2025-09-27 15:59:08,629 - INFO - [END] transfer_create | Time=0.0672s | Response=<oslash.either.Left object at 0x00000214ED54CEC0>
2025-09-27 15:59:26,726 - INFO - [START] transfer_create | IP=unknown | args=() kwargs={'sender': '9860 0801 2142 0436', 'receiver': '5614 6812 1294 9303', 'sender_card_expiry': '09/29', 'sending_amount': 1, 'currency': 840}
2025-09-27 15:59:26,729 - INFO - [END] transfer_create | Time=0.0026s | Response=<oslash.either.Left object at 0x00000214ED825590>
2025-09-27 15:59:35,372 - INFO - [START] transfer_create | IP=unknown | args=() kwargs={'sender_card_number': '9860  08** **** 0436', 'receiver_card_number': '5614  68** **** 9303', 'sender_card_expiry': '09/29', 'sending_amount': 1, 'currency': 840}
2025-09-27 15:59:35,379 - INFO - [END] transfer_create | Time=0.0064s | Response=<oslash.either.Left object at 0x00000214ED55A650>
2025-09-27 16:02:41,336 - INFO - [START] transfer_create | IP=unknown | args=() kwargs={'sender_card_number': '9860  08** **** 0436', 'receiver_card_number': '5614  68** **** 9303', 'sender_card_expiry': '09/29', 'sending_amount': 1, 'currency': 840}
2025-09-27 16:02:41,410 - INFO - [END] transfer_create | Time=0.0741s | Response=<oslash.either.Left object at 0x0000020E2D86CC20>
2025-09-27 16:18:11,376 - INFO - [START] transfer_create | IP=unknown | args=() kwargs={'sender_card_number': '9860  08** **** 0436', 'receiver_card_number': '5614  68** **** 9303', 'sender_card_expiry': '09/29', 'sending_amount': 1, 'currency': 840}
2025-09-27 16:18:11,393 - INFO - [END] transfer_create | Time=0.0175s | Response=<oslash.either.Left object at 0x000001EFC3730590>
2025-09-27 16:21:59,938 - INFO - [START] transfer_create | IP=unknown | args=() kwargs={'sender_card_number': '9860  08** **** 0436', 'receiver_card_number': '5614  68** **** 9303', 'sender_card_expiry': '09/29', 'sending_amount': 1, 'currency': 840}
